40.80960083,-73.91870117
40.83998489,-73.91681671
40.7555542,-74.00035095
40.63019943,-74.1159668
40.63547134,-74.02279663
40.64439774,-73.92073822
40.84215546,-73.942276
40.72543716,-73.97971344
40.84494019,-73.88741302
40.79037476,-73.97599792
40.73682022,-73.99004364
40.87558746,-73.89407349
40.79862213,-73.94161987
40.79824448,-73.95246124
40.66490936,-73.88672638
40.79661942,-73.93159485
40.81380463,-73.94281769
40.80439758,-73.95604706
40.6440506,-74.10175323
40.74529266,-73.99848938
40.67222595,-74.01100922
40.82430267,-73.95000458
40.70847702,-73.94430542
40.82430267,-73.95000458
40.82233047,-73.91825867
40.71630096,-74.01096344
40.74529266,-73.99848938
40.7613945,-73.99273682
40.66746521,-73.91048431
40.72167587,-73.98201752
40.80215836,-73.95074463
40.72293472,-73.98863983
40.81822205,-73.89046478
40.75173187,-73.83000183
40.74986267,-73.89630127
40.75417709,-73.98459625
40.80439758,-73.95604706
40.73754883,-74.00482941
40.65488052,-73.96188354
40.668293,-73.86444092
40.75004578,-73.91375732
40.79037476,-73.97599792
40.71099472,-73.97902679
40.73714828,-73.87709045
40.86142731,-73.90023804
40.79970551,-73.96218109
40.82781219,-73.92592621
40.82010269,-73.89572906
40.83577728,-73.93914032
40.81380463,-73.94281769
40.86421585,-73.89579773
40.61727905,-74.03359222
40.75702286,-74.00492859
40.68026352,-73.88298035
40.7387352,-74.00961304
40.80008316,-73.94220734
40.81856155,-73.92731476
40.81139755,-73.9515152
40.58380508,-74.16124725
40.69372177,-73.99045563
40.67744827,-73.97235107
40.73682022,-73.99004364
40.8709259,-73.8839798
40.80008316,-73.94220734
40.83577728,-73.93914032
40.73363495,-74.00278473
40.63333511,-73.88597107
40.63019943,-74.1159668
40.74689102,-73.92079926
40.70847702,-73.94430542
40.8019371,-73.95098877
40.72420502,-73.97741699
40.76556778,-73.93752289
40.79482651,-73.94309998
40.74283218,-74.00769806
40.64821243,-73.97709656
40.82906723,-73.90428925
40.75417709,-73.98459625
40.79355621,-73.96701813
40.72445297,-73.97887421
40.72541428,-73.97862244
40.75200272,-73.92532349
40.77237701,-73.92874146
40.72185516,-73.84648132
40.66490936,-73.88672638
40.72293472,-73.98863983
40.67808914,-73.96774292
40.7747612,-73.9125061
40.7688942,-73.9299469
40.72045135,-73.95270538
40.75343323,-73.88782501
40.77237701,-73.92874146
40.668293,-73.86444092
40.76556778,-73.93752289
40.70471954,-74.01352692
40.75417709,-73.98459625
40.64082336,-73.96530151
40.71630096,-74.01096344
40.67651367,-73.9329834
40.76378632,-73.94736481
40.72911072,-74.01067352
40.83280945,-73.92702484
40.86899948,-73.9203186
40.85212708,-73.93782043
40.87900162,-73.87569427
40.82364655,-73.94384766
40.73292923,-74.00006866
40.69760513,-73.91370392
40.86505508,-73.92841339
40.82906723,-73.90428925
40.72302246,-73.99880981
40.81380463,-73.94281769
40.74760818,-73.72409821
40.72810745,-73.97944641
40.86170197,-73.89138031
40.71405411,-73.9901886
40.81822205,-73.89046478
40.67256165,-73.96987152
40.7130394,-73.8298111
40.80670547,-73.96485138
40.82430267,-73.95000458
40.75847626,-73.91862488
40.84594727,-73.93781281
40.72464752,-73.97963715
40.68054199,-73.99465179
40.85770035,-73.9222641
40.7169838,-73.85765076
40.77371979,-73.98190308
40.81808853,-73.8884201
40.81380463,-73.94281769
40.75173187,-73.83000183
40.63547134,-74.02279663
40.76156616,-73.92550659
40.72102737,-73.99150085
40.8019371,-73.95098877
40.72293472,-73.98863983
40.72464752,-73.98258972
40.84494019,-73.88741302
40.67172241,-73.99671173
